sciName
"Ondatra zibethicus"
"Dinaromys bogdanovi"
"Dinaromys longipedis"
"Arborimus albipes"
"Arborimus longicaudus"
"Arborimus pomo"
"Phenacomys intermedius"
"Phenacomys ungava"
"Prometheomys schaposchnikowi"
"Allocricetulus curtatus"
"Allocricetulus eversmanni"
"Cansumys canus"
"Cricetulus barabensis"
"Cricetulus longicaudatus"
"Cricetulus sokolovi"
"Cricetus cricetus"
"Mesocricetus auratus"
"Mesocricetus brandti"
"Mesocricetus newtoni"
"Mesocricetus raddei"
"Nothocricetulus migratorius"
"Phodopus campbelli"
"Phodopus roborovskii"
"Phodopus sungorus"
"Tscherskia triton"
"Urocricetus alticola"
"Urocricetus kamensis"
"Baiomys brunneus"
"Baiomys musculus"
"Baiomys taylori"
"Scotinomys teguina"
"Scotinomys xerampelinus"
"Hodomys alleni"
"Nelsonia goldmani"
"Nelsonia neotomodon"
"Neotoma albigula"
"Neotoma angustapalata"
"Neotoma bryanti"
"Neotoma chrysomelas"
"Neotoma cinerea"
"Neotoma devia"
"Neotoma ferruginea"
"Neotoma floridana"
"Neotoma fuscipes"
"Neotoma goldmani"
"Neotoma insularis"
"Neotoma lepida"
"Neotoma leucodon"
"Neotoma macrotis"
"Neotoma magister"
"Neotoma melanura"
"Neotoma mexicana"
"Neotoma micropus"
"Neotoma nelsoni"
"Neotoma palatina"
